,roleType,Campus,SessionName,Session code,clientId,matchId,groupId,role,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,choice9,choice10,choice11,choice12,centiPayoff,gender,grade,birth_year,birth_month,birth_day,younger_siblings,older_siblings,school_topics
1482,blue,Burbank,S16,fxvek7ad,4,5,2,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,10,2003,May,9,Yes,Yes,Literature
1483,orange,Burbank,S16,fxvek7ad,3,5,2,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,10,2003,July,27,No,Yes,Literature
1484,blue,Burbank,S16,fxvek7ad,2,5,4,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,10,2003,March,20,No,No,History
1485,orange,Burbank,S16,fxvek7ad,1,5,4,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,10,2003,July,21,No,Yes,Literature
1486,orange,Burbank,S16,    fxvek7ad,12,6,2,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,M,10,2003,December,15,Yes,No,Sciences &amp; Technology
1487,orange,Burbank,S16,    fxvek7ad,11,6,5,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,10,2003,July,15,Yes,No,Art &amp; Music
1488,orange,Burbank,S16,    fxvek7ad,10,6,1,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,10,2003,April,20,No,Yes,Languages
1489,blue,Burbank,S16,    fxvek7ad,9,6,5,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,10,2003,November,15,No,Yes,Literature
1490,orange,Burbank,S16,    fxvek7ad,8,6,6,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,10,2002,December,23,No,Yes,History
1491,blue,Burbank,S16,    fxvek7ad,7,6,2,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,F,10,2003,December,21,No,Yes,Art &amp; Music
1492,blue,Burbank,S16,    fxvek7ad,6,6,4,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,M,10,2003,September,20,No,Yes,Sciences &amp; Technology
1493,blue,Burbank,S16,    fxvek7ad,5,6,1,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,10,2003,September,15,No,No,Math
1494,blue,Burbank,S16,    fxvek7ad,4,6,6,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,10,2003,May,9,Yes,Yes,Literature
1495,orange,Burbank,S16,    fxvek7ad,3,6,4,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,F,10,2003,July,27,No,Yes,Literature
1496,blue,Burbank,S16,    fxvek7ad,2,6,3,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,10,2003,March,20,No,No,History
1497,orange,Burbank,S16,    fxvek7ad,1,6,3,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,10,2003,July,21,No,Yes,Literature
1498,orange,Burbank,S16,    fxvek7ad,12,7,2,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,M,10,2003,December,15,Yes,No,Sciences &amp; Technology
1499,orange,Burbank,S16,    fxvek7ad,11,7,5,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,10,2003,July,15,Yes,No,Art &amp; Music
1500,orange,Burbank,S16,    fxvek7ad,10,7,3,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,10,2003,April,20,No,Yes,Languages
1501,blue,Burbank,S16,    fxvek7ad,9,7,1,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,10,2003,November,15,No,Yes,Literature
1502,orange,Burbank,S16,    fxvek7ad,8,7,4,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,10,2002,December,23,No,Yes,History
1503,blue,Burbank,S16,    fxvek7ad,7,7,3,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,10,2003,December,21,No,Yes,Art &amp; Music
1504,blue,Burbank,S16,    fxvek7ad,6,7,6,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,M,10,2003,September,20,No,Yes,Sciences &amp; Technology
1505,blue,Burbank,S16,    fxvek7ad,5,7,4,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,10,2003,September,15,No,No,Math
1506,blue,Burbank,S16,    fxvek7ad,4,7,2,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,F,10,2003,May,9,Yes,Yes,Literature
1507,orange,Burbank,S16,    fxvek7ad,3,7,6,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,F,10,2003,July,27,No,Yes,Literature
1508,blue,Burbank,S16,    fxvek7ad,2,7,5,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,10,2003,March,20,No,No,History
1509,orange,Burbank,S16,    fxvek7ad,1,7,1,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,10,2003,July,21,No,Yes,Literature
1510,orange,Burbank,Sd,xbo7q9d6,1,3,6,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,9,2005,March,16,Yes,Yes,Math
1511,orange,Burbank,Sd,xbo7q9d6,2,3,7,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,M,9,2004,March,9,No,No,Sciences &amp; Technology
1512,orange,Burbank,Sd,xbo7q9d6,3,3,2,orange,None,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,50,M,9,2004,July,16,No,Yes,Sciences &amp; Technology
1513,blue,Burbank,Sd,xbo7q9d6,4,3,5,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,M,9,2004,April,13,No,Yes,Sciences &amp; Technology
1514,orange,Burbank,Sd,xbo7q9d6,5,3,1,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,F,9,2003,September,22,No,Yes,Languages
1515,blue,Burbank,Sd,xbo7q9d6,6,3,2,blue,arrow,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,660,F,9,2004,August,28,No,Yes,Art &amp; Music
1516,orange,Burbank,Sd,xbo7q9d6,7,3,4,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,9,2005,March,16,No,Yes,Math
1517,blue,Burbank,Sd,xbo7q9d6,8,3,1,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,9,2004,July,25,Yes,No,Art &amp; Music
1518,blue,Burbank,Sd,xbo7q9d6,9,3,3,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,M,9,2004,April,14,Yes,No,Sciences &amp; Technology
1519,blue,Burbank,Sd,xbo7q9d6,10,3,4,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,9,2004,May,24,Yes,No,Art &amp; Music
1520,orange,Burbank,Sd,xbo7q9d6,11,3,5,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,9,2004,December,16,Yes,No,Sciences &amp; Technology
1521,blue,Burbank,Sd,xbo7q9d6,12,3,6,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,9,2004,December,10,Yes,No,Art &amp; Music
1522,orange,Burbank,Sd,xbo7q9d6,13,3,3,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,9,2004,March,23,No,Yes,Math
1523,blue,Burbank,Sd,xbo7q9d6,14,3,7,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,M,9,2004,March,17,Yes,No,Sciences &amp; Technology
1524,orange,Burbank,Sd,xbo7q9d6,1,4,5,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,9,2005,March,16,Yes,Yes,Math
1525,orange,Burbank,Sd,xbo7q9d6,2,4,1,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,9,2004,March,9,No,No,Sciences &amp; Technology
1526,orange,Burbank,Sd,xbo7q9d6,3,4,3,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,9,2004,July,16,No,Yes,Sciences &amp; Technology
1527,blue,Burbank,Sd,xbo7q9d6,4,4,3,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,9,2004,April,13,No,Yes,Sciences &amp; Technology
1528,orange,Burbank,Sd,xbo7q9d6,5,4,2,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,9,2003,September,22,No,Yes,Languages
1529,blue,Burbank,Sd,xbo7q9d6,6,4,1,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,9,2004,August,28,No,Yes,Art &amp; Music
1530,orange,Burbank,Sd,xbo7q9d6,7,4,6,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,9,2005,March,16,No,Yes,Math
1531,blue,Burbank,Sd,xbo7q9d6,8,4,2,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,9,2004,July,25,Yes,No,Art &amp; Music
1532,blue,Burbank,Sd,xbo7q9d6,9,4,5,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,9,2004,April,14,Yes,No,Sciences &amp; Technology
1533,blue,Burbank,Sd,xbo7q9d6,10,4,6,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,9,2004,May,24,Yes,No,Art &amp; Music
1534,orange,Burbank,Sd,xbo7q9d6,11,4,7,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,9,2004,December,16,Yes,No,Sciences &amp; Technology
1535,blue,Burbank,Sd,xbo7q9d6,12,4,7,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,9,2004,December,10,Yes,No,Art &amp; Music
1536,orange,Burbank,Sd,xbo7q9d6,13,4,4,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,9,2004,March,23,No,Yes,Math
1537,blue,Burbank,Sd,xbo7q9d6,14,4,4,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,9,2004,March,17,Yes,No,Sciences &amp; Technology
1538,orange,Burbank,Sd,xbo7q9d6,1,5,1,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,M,9,2005,March,16,Yes,Yes,Math
1539,orange,Burbank,Sd,xbo7q9d6,2,5,3,blue,arrow,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,660,M,9,2004,March,9,No,No,Sciences &amp; Technology
1540,orange,Burbank,Sd,xbo7q9d6,3,5,6,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,M,9,2004,July,16,No,Yes,Sciences &amp; Technology
1541,blue,Burbank,Sd,xbo7q9d6,4,5,2,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,9,2004,April,13,No,Yes,Sciences &amp; Technology
1542,orange,Burbank,Sd,xbo7q9d6,5,5,5,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,9,2003,September,22,No,Yes,Languages
1543,blue,Burbank,Sd,xbo7q9d6,6,5,3,orange,None,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,50,F,9,2004,August,28,No,Yes,Art &amp; Music
1544,orange,Burbank,Sd,xbo7q9d6,7,5,7,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,9,2005,March,16,No,Yes,Math
1545,blue,Burbank,Sd,xbo7q9d6,8,5,1,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,F,9,2004,July,25,Yes,No,Art &amp; Music
1546,blue,Burbank,Sd,xbo7q9d6,9,5,4,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,9,2004,April,14,Yes,No,Sciences &amp; Technology
1547,blue,Burbank,Sd,xbo7q9d6,10,5,7,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,9,2004,May,24,Yes,No,Art &amp; Music
1548,orange,Burbank,Sd,xbo7q9d6,11,5,4,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,9,2004,December,16,Yes,No,Sciences &amp; Technology
1549,blue,Burbank,Sd,xbo7q9d6,12,5,5,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,9,2004,December,10,Yes,No,Art &amp; Music
1550,orange,Burbank,Sd,xbo7q9d6,13,5,2,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,9,2004,March,23,No,Yes,Math
1551,blue,Burbank,Sd,xbo7q9d6,14,5,6,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,M,9,2004,March,17,Yes,No,Sciences &amp; Technology
1552,orange,Burbank,Sd,    xbo7q9d6,1,6,6,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,9,2005,March,16,Yes,Yes,Math
1553,orange,Burbank,Sd,    xbo7q9d6,2,6,7,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,M,9,2004,March,9,No,No,Sciences &amp; Technology
1554,orange,Burbank,Sd,    xbo7q9d6,3,6,4,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,9,2004,July,16,No,Yes,Sciences &amp; Technology
1555,blue,Burbank,Sd,    xbo7q9d6,4,6,6,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,M,9,2004,April,13,No,Yes,Sciences &amp; Technology
1556,orange,Burbank,Sd,    xbo7q9d6,5,6,1,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,9,2003,September,22,No,Yes,Languages
1557,blue,Burbank,Sd,    xbo7q9d6,6,6,2,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,F,9,2004,August,28,No,Yes,Art &amp; Music
1558,orange,Burbank,Sd,    xbo7q9d6,7,6,2,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,9,2005,March,16,No,Yes,Math
1559,blue,Burbank,Sd,    xbo7q9d6,8,6,1,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,9,2004,July,25,Yes,No,Art &amp; Music
1560,blue,Burbank,Sd,    xbo7q9d6,9,6,5,blue,arrow,None,arrow,None,None,None,None,None,None,None,None,None,50,M,9,2004,April,14,Yes,No,Sciences &amp; Technology
1561,blue,Burbank,Sd,    xbo7q9d6,10,6,3,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,9,2004,May,24,Yes,No,Art &amp; Music
1562,orange,Burbank,Sd,    xbo7q9d6,11,6,3,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,9,2004,December,16,Yes,No,Sciences &amp; Technology
1563,blue,Burbank,Sd,    xbo7q9d6,12,6,4,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,M,9,2004,December,10,Yes,No,Art &amp; Music
1564,orange,Burbank,Sd,    xbo7q9d6,13,6,5,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,9,2004,March,23,No,Yes,Math
1565,blue,Burbank,Sd,    xbo7q9d6,14,6,7,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,M,9,2004,March,17,Yes,No,Sciences &amp; Technology
1566,orange,Burbank,Sd,    xbo7q9d6,1,7,6,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,9,2005,March,16,Yes,Yes,Math
1567,orange,Burbank,Sd,    xbo7q9d6,2,7,7,blue,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,None,50,M,9,2004,March,9,No,No,Sciences &amp; Technology
1568,orange,Burbank,Sd,    xbo7q9d6,3,7,1,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,9,2004,July,16,No,Yes,Sciences &amp; Technology
1569,blue,Burbank,Sd,    xbo7q9d6,4,7,3,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,9,2004,April,13,No,Yes,Sciences &amp; Technology
1570,orange,Burbank,Sd,    xbo7q9d6,5,7,5,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,9,2003,September,22,No,Yes,Languages
1571,blue,Burbank,Sd,    xbo7q9d6,6,7,2,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,F,9,2004,August,28,No,Yes,Art &amp; Music
1572,orange,Burbank,Sd,    xbo7q9d6,7,7,2,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,M,9,2005,March,16,No,Yes,Math
1573,blue,Burbank,Sd,    xbo7q9d6,8,7,5,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,9,2004,July,25,Yes,No,Art &amp; Music
1574,blue,Burbank,Sd,    xbo7q9d6,9,7,4,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,M,9,2004,April,14,Yes,No,Sciences &amp; Technology
1575,blue,Burbank,Sd,    xbo7q9d6,10,7,1,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,9,2004,May,24,Yes,No,Art &amp; Music
1576,orange,Burbank,Sd,    xbo7q9d6,11,7,3,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,9,2004,December,16,Yes,No,Sciences &amp; Technology
1577,blue,Burbank,Sd,    xbo7q9d6,12,7,6,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,9,2004,December,10,Yes,No,Art &amp; Music
1578,orange,Burbank,Sd,    xbo7q9d6,13,7,4,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,9,2004,March,23,No,Yes,Math
1579,blue,Burbank,Sd,    xbo7q9d6,14,7,7,orange,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,590,M,9,2004,March,17,Yes,No,Sciences &amp; Technology
1580,blue,USC,US1,oiahi1oy,1,3,2,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,F,undergraduate,1998,August,16,No,No,Math
1581,blue,USC,US1,oiahi1oy,2,3,5,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,M,graduate,1992,January,7,No,Yes,Sciences &amp; Technology
1582,orange,USC,US1,oiahi1oy,3,3,1,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,M,graduate,1995,July,31,Yes,No,Sciences &amp; Technology
1583,orange,USC,US1,oiahi1oy,4,3,2,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,M,undergraduate,1999,February,25,Yes,No,Art &amp; Music
1584,orange,USC,US1,oiahi1oy,5,3,6,orange,None,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,590,F,undergraduate,1996,November,7,No,Yes,Art &amp; Music
1585,orange,USC,US1,oiahi1oy,6,3,5,orange,None,arrow,None,arrow,None,arrow,None,None,None,None,None,None,50,F,undergraduate,1992,March,3,Yes,Yes,Math
1586,blue,USC,US1,oiahi1oy,7,3,1,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,F,undergraduate,1998,March,12,Yes,No,Literature
1587,blue,USC,US1,oiahi1oy,8,3,4,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,F,undergraduate,1999,May,29,No,No,Languages
1588,orange,USC,US1,oiahi1oy,9,3,3,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,M,undergraduate,1999,April,4,Yes,Yes,Sciences &amp; Technology
1589,blue,USC,US1,oiahi1oy,10,3,3,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,F,undergraduate,1999,May,7,Yes,No,History
1590,orange,USC,US1,oiahi1oy,11,3,4,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,F,undergraduate,1997,February,1,No,No,Art &amp; Music
1591,blue,USC,US1,oiahi1oy,12,3,6,blue,arrow,None,arrow,None,arrow,None,arrow,None,None,None,None,None,50,F,graduate,1994,December,2,Yes,No,Math
1592,blue,USC,US1,oiahi1oy,1,4,1,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,undergraduate,1998,August,16,No,No,Math
1593,blue,USC,US1,oiahi1oy,2,4,4,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,M,graduate,1992,January,7,No,Yes,Sciences &amp; Technology
1594,orange,USC,US1,oiahi1oy,3,4,2,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,M,graduate,1995,July,31,Yes,No,Sciences &amp; Technology
1595,orange,USC,US1,oiahi1oy,4,4,6,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,undergraduate,1999,February,25,Yes,No,Art &amp; Music
1596,orange,USC,US1,oiahi1oy,5,4,5,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,undergraduate,1996,November,7,No,Yes,Art &amp; Music
1597,orange,USC,US1,oiahi1oy,6,4,1,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,F,undergraduate,1992,March,3,Yes,Yes,Math
1598,blue,USC,US1,oiahi1oy,7,4,3,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,undergraduate,1998,March,12,Yes,No,Literature
1599,blue,USC,US1,oiahi1oy,8,4,2,blue,arrow,None,None,None,None,None,None,None,None,None,None,None,50,F,undergraduate,1999,May,29,No,No,Languages
1600,orange,USC,US1,oiahi1oy,9,4,3,orange,None,None,None,None,None,None,None,None,None,None,None,None,50,M,undergraduate,1999,April,4,Yes,Yes,Sciences &amp; Technology
1601,blue,USC,US1,oiahi1oy,10,4,6,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,undergraduate,1999,May,7,Yes,No,History
1602,orange,USC,US1,oiahi1oy,11,4,4,orange,None,stop,None,None,None,None,None,None,None,None,None,None,170,F,undergraduate,1997,February,1,No,No,Art &amp; Music
1603,blue,USC,US1,oiahi1oy,12,4,5,blue,stop,None,None,None,None,None,None,None,None,None,None,None,100,F,graduate,1994,December,2,Yes,No,Math
1604,blue,USC,US1,oiahi1oy,1,5,1,orange,None,arrow,None,arrow,None,stop,None,None,None,None,None,None,450,F,undergraduate,1998,August,16,No,No,Math
1605,blue,USC,US1,oiahi1oy,2,5,4,orange,None,arrow,None,stop,None,None,None,None,None,None,None,None,310,M,graduate,1992,January,7,No,Yes,Sciences &amp; Technology
1606,orange,USC,US1,oiahi1oy,3,5,5,blue,arrow,None,arrow,None,arrow,None,stop,None,None,None,None,None,520,M,graduate,1995,July,31,Yes,No,Sciences &amp; Technology
1607,orange,USC,US1,oiahi1oy,4,5,3,blue,arrow,None,arrow,None,stop,None,None,None,None,None,None,None,380,M,undergraduate,1999,February,25,Yes,No,Art &amp; Music
1608,orange,USC,US1,oiahi1oy,5,5,1,blue,arrow,None,arrow,None,arrow,None,None,None,None,None,None,None,50,F,undergraduate,1996,November,7,No,Yes,Art &amp; Music
1609,orange,USC,US1,oiahi1oy,6,5,2,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,F,undergraduate,1992,March,3,Yes,Yes,Math
1610,blue,USC,US1,oiahi1oy,7,5,3,orange,None,arrow,None,arrow,None,None,None,None,None,None,None,None,50,F,undergraduate,1998,March,12,Yes,No,Literature
1611,blue,USC,US1,oiahi1oy,8,5,6,orange,None,arrow,None,None,None,None,None,None,None,None,None,None,50,F,undergraduate,1999,May,29,No,No,Languages
1612,orange,USC,US1,oiahi1oy,9,5,6,blue,arrow,None,stop,None,None,None,None,None,None,None,None,None,240,M,undergraduate,1999,April,4,Yes,Yes,Sciences &amp; Technology
